Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
23296,0,0.301685,57,2,1.98121,14868.59,30,0,2,0,4.0
23297,0,0.577825,32,1,1.672466,10032.37,30,0,10,1,1.0
23298,0,0.232142,62,0,1.490038,4975.01,30,0,5,0,0.0
23299,0,0.460579,34,0,3.039836,3711.87,30,0,1,0,4.0
23300,0,0.444841,41,1,0.365114,,30,0,6,0,0.0
23301,0,0.157957,70,1,1.166541,9349.47,30,0,2,0,1.0
23302,0,0.194402,31,0,1.139419,,30,1,10,0,2.0
23303,0,0.848428,72,0,4.189924,,30,1,2,1,1.0
23304,0,0.498125,72,1,1.595823,7020.32,30,0,1,1,5.0
23305,0,0.388355,28,0,1.006726,5862.25,30,0,8,0,1.0
23306,0,0.94845,69,1,0.344454,3790.55,30,0,3,0,1.0
23307,0,0.822888,24,0,1.831601,6152.77,30,0,10,0,7.0
23308,0,0.199636,73,0,1.74419,2805.65,30,0,10,0,1.0
23309,0,0.252392,63,1,1.020328,4899.08,30,0,1,0,0.0
23310,0,0.194231,51,1,1.651991,,30,0,8,0,3.0
23311,0,0.258545,43,2,2.857851,1194.66,30,0,10,1,1.0
23312,1,0.521826,22,3,0.810407,3511.14,9,1,5,0,0.0
23313,0,0.331562,43,0,1.594651,6590.04,30,0,2,0,1.0
23314,0,0.417692,45,0,2.637464,,30,0,3,0,2.0
23315,0,0.337735,52,0,0.981982,3826.7,30,0,1,0,3.0
23316,1,0.646177,40,0,1.88486,,30,0,10,1,2.0
23317,0,0.455949,25,0,3.118954,7380.94,30,0,3,0,3.0
23318,0,0.274621,42,0,0.476635,,30,0,10,0,1.0
23319,0,0.822495,60,0,2.440573,4762.46,30,0,3,2,1.0
23320,0,0.657626,48,1,1.321445,2755.63,30,0,2,0,1.0
23321,0,0.411644,38,0,1.608529,1804.09,30,0,0,0,5.0
23322,0,0.461624,44,0,2.3622,,30,0,0,0,1.0
23323,0,0.30589,66,0,0.384786,10690.81,30,1,2,0,0.0
23324,0,0.576506,39,1,1.698066,7632.54,30,1,0,0,5.0
23325,0,0.442652,44,0,1.548297,12015.31,30,0,2,1,0.0
23326,0,0.268577,30,1,0.482445,,30,0,5,0,3.0
23327,0,0.139737,26,0,2.891409,,30,0,2,0,1.0
23328,0,0.340884,39,0,5.0,7025.54,30,0,0,0,
23329,0,0.608489,37,0,0.719511,9715.87,30,0,1,2,3.0
23330,0,0.351826,27,0,1.656207,2613.52,30,0,1,0,0.0
23331,0,0.166601,71,1,1.753654,4282.56,30,0,2,0,4.0
23332,1,0.646012,46,0,0.921819,12083.18,30,0,1,0,0.0
23333,0,0.331254,25,0,0.758693,9478.68,30,0,1,0,3.0
23334,0,0.827168,35,1,0.761845,2319.16,30,0,1,0,5.0
23335,0,0.591601,40,0,1.759988,,30,0,0,0,0.0
23336,0,0.166793,53,0,0.541868,11363.18,30,0,6,0,3.0
23337,0,0.57239,62,1,2.182103,1704.24,30,0,5,0,0.0
23338,0,0.575629,24,1,0.480555,11781.94,30,0,6,0,1.0
23339,0,0.649015,44,0,1.023846,10694.7,30,0,7,0,6.0
23340,0,0.42649,63,0,0.742901,8572.11,30,0,3,0,2.0
23341,0,0.45164,58,3,2.138692,,30,0,1,0,0.0
23342,0,0.319951,74,2,0.839764,9769.63,30,1,5,0,7.0
23343,0,0.737882,57,1,0.885585,10516.58,30,0,0,0,4.0
23344,0,0.354985,26,0,2.784667,2580.91,30,1,1,0,0.0
23345,0,0.477767,24,0,0.54367,4375.08,30,0,0,0,0.0
23346,0,0.729904,64,1,0.67773,2858.33,30,0,1,0,3.0
23347,0,0.44167,71,0,0.498555,4224.05,30,0,1,0,2.0
23348,1,0.307289,29,2,0.990849,10767.34,30,1,3,0,0.0
23349,0,0.826641,28,0,0.616662,9914.91,30,0,3,0,4.0
23350,0,0.065409,29,1,2.676332,3986.54,30,0,10,1,3.0
23351,0,0.81716,45,0,0.75591,4098.57,30,1,7,0,1.0
23352,0,0.14212,71,0,2.319151,7492.4,30,0,0,0,0.0
23353,0,0.376406,24,1,0.662784,4614.05,30,0,3,0,1.0
23354,0,1.247662,30,1,3.279954,4322.78,30,0,4,0,8.0
23355,0,0.658926,50,0,1.073932,3043.78,30,0,2,0,3.0
23356,0,0.319486,72,0,1.080799,8982.16,30,1,1,0,3.0
23357,0,0.185736,39,0,0.588847,10824.55,30,0,2,0,0.0
23358,0,0.745245,45,1,4.445023,4175.01,30,0,3,0,1.0
23359,0,0.358661,73,0,0.81718,9573.33,30,0,4,1,1.0
23360,0,0.341577,26,0,1.346059,,30,0,0,0,
23361,0,0.123377,52,1,0.793258,6663.69,30,0,1,0,3.0
23362,0,0.304299,54,0,0.381017,14473.29,30,0,10,0,1.0
23363,0,0.589884,51,0,1.949622,10032.75,30,0,0,0,0.0
23364,0,0.072743,39,0,1.867884,12411.33,30,0,1,0,0.0
23365,0,0.887692,25,0,2.027161,,30,0,8,0,2.0
23366,0,0.189219,42,0,0.69219,3159.01,30,0,0,0,0.0
23367,1,0.426114,59,3,2.121643,3671.5,30,0,1,1,1.0
23368,0,0.526061,35,0,1.611471,9142.78,30,0,1,0,7.0
23369,1,0.242985,35,1,1.156496,3488.38,30,0,0,0,2.0
23370,0,0.081943,29,0,1.531204,9585.21,30,0,0,0,2.0
23371,0,0.511515,71,1,2.219569,,30,1,2,0,3.0
23372,1,0.490232,63,1,2.257586,2856.68,30,2,7,0,0.0
23373,0,0.302323,22,0,1.169291,,30,0,5,0,1.0
23374,0,0.319199,52,0,1.146901,5675.11,30,0,2,0,6.0
23375,0,0.522881,73,0,0.508107,9411.64,30,0,0,0,
23376,0,0.289028,38,0,0.838813,,30,0,10,1,2.0
23377,0,0.416277,58,2,1.464107,3599.28,30,0,7,0,0.0
23378,0,0.412623,61,0,0.722292,4014.83,30,2,1,0,
23379,0,0.66497,39,0,0.30083,6351.34,30,0,5,1,0.0
23380,0,0.315388,50,0,1.47012,,30,0,10,1,
23381,0,0.105326,52,1,1.48021,2923.43,30,0,2,1,3.0
23382,0,0.159781,62,0,1.222912,,30,0,7,0,3.0
23383,0,0.518286,27,0,1.007771,3614.04,30,0,3,0,4.0
23384,0,0.204442,32,0,0.725228,5145.01,30,0,0,0,0.0
23385,0,0.544461,22,0,0.490841,,30,0,5,0,0.0
23386,0,0.220466,73,0,0.82056,6706.65,30,0,0,0,4.0
23387,0,0.73868,64,0,0.88779,6247.53,30,1,2,0,2.0
23388,0,0.599606,48,0,1.05988,6609.31,30,0,0,0,2.0
23389,0,0.239627,56,0,0.402181,2619.5,30,0,7,0,1.0
23390,0,0.152527,55,0,0.563525,,30,0,0,0,8.0
23391,0,0.368702,64,0,1.422774,7823.79,30,0,2,0,0.0
23392,0,0.482828,73,1,0.85217,2772.92,30,0,4,0,1.0
23393,0,0.40196,36,0,0.504881,15879.56,30,0,6,0,0.0
23394,0,0.18651,30,0,0.827602,6830.57,30,1,2,0,0.0
23395,0,0.419722,49,0,1.226191,5681.67,30,0,8,0,1.0
23396,0,0.364468,34,0,0.655921,13527.01,30,0,0,0,1.0
23397,0,0.84415,32,2,0.71333,7203.78,30,0,1,0,2.0
23398,0,0.034856,37,0,2.105772,6482.65,30,0,2,0,8.0
23399,1,0.204973,42,0,3.448235,9695.91,30,0,0,0,3.0
23400,0,0.102649,45,2,3.251378,,30,0,6,0,4.0
23401,1,0.482607,57,0,2.236134,7685.27,30,1,3,0,1.0
23402,0,0.205782,38,1,1.302895,2829.93,30,0,2,0,0.0
23403,0,0.358509,64,2,0.745188,7690.31,30,0,9,0,2.0
23404,0,0.257645,29,0,1.303209,6976.49,30,0,1,0,4.0
23405,0,0.471391,32,0,1.668953,8131.34,30,0,1,0,0.0
23406,1,0.497783,39,4,0.653342,5715.14,30,1,0,0,0.0
23407,0,0.451979,56,0,1.302447,4950.07,30,0,3,1,8.0
23408,0,0.547944,50,0,1.800345,4683.13,30,0,0,0,0.0
23409,0,0.728399,52,1,1.646367,,30,0,10,0,2.0
23410,0,0.43563,26,0,0.682591,2099.97,30,0,8,0,0.0
23411,1,0.672758,36,0,2.754589,,30,1,0,0,1.0
23412,0,0.191174,59,0,0.968658,4184.9,30,0,3,0,0.0
23413,1,0.38585,31,1,2.127514,7081.86,30,1,1,0,0.0
23414,0,0.562653,57,0,0.851499,6292.98,30,1,0,0,0.0
23415,0,0.407059,74,0,1.152256,4579.32,30,0,2,0,7.0
23416,0,0.213846,50,0,1.972262,,30,2,1,0,0.0
23417,0,0.09379,27,0,0.926916,8678.7,30,0,0,0,2.0
23418,0,0.126911,51,1,1.740901,4865.18,30,1,9,0,2.0
23419,0,0.860529,73,0,0.718244,3334.7,30,0,1,0,0.0
23420,0,0.424348,64,0,0.257484,3749.89,30,0,1,1,0.0
23421,0,0.723753,44,3,2.106439,4914.33,30,0,10,1,1.0
23422,0,0.199012,43,0,1.52451,10057.37,30,0,6,0,1.0
23423,0,0.30586,61,0,0.822527,4802.88,30,0,2,0,1.0
23424,0,0.440686,28,1,1.61927,3633.76,30,1,4,0,3.0
23425,0,0.9925,68,0,0.871213,4634.99,30,1,0,0,2.0
23426,0,0.457534,43,0,0.945011,5722.99,30,0,2,0,1.0
23427,0,0.210967,48,3,0.954318,2818.55,30,2,5,1,2.0
23428,0,0.249721,52,0,1.476726,8249.18,30,0,0,1,1.0
23429,0,0.291927,50,0,1.517694,3256.14,30,0,0,0,8.0
23430,0,0.153137,33,0,1.435061,,28,0,0,0,1.0
23431,0,0.166322,27,0,0.335739,3663.99,30,0,1,0,5.0
23432,0,0.370935,50,3,2.311529,919.85,1,0,7,1,1.0
23433,0,0.538024,49,1,2.256203,,30,0,0,0,1.0
23434,0,0.181053,59,2,0.686882,3693.93,30,0,4,2,0.0
23435,0,0.490048,65,0,1.38999,4197.97,30,0,3,0,0.0
23436,0,0.374573,53,0,0.752615,,30,1,2,1,0.0
23437,0,0.406853,49,0,1.217398,2565.39,30,1,6,0,1.0
23438,0,0.531741,25,0,1.069535,1151.43,30,0,5,0,0.0
23439,0,0.453784,47,1,2.391783,4203.01,30,0,3,0,5.0
23440,0,0.672216,74,0,0.688841,8950.85,30,0,0,0,
23441,0,1.009561,64,0,0.873643,5669.55,30,0,1,0,2.0
23442,0,0.475531,48,0,1.228418,2121.28,30,0,3,0,1.0
23443,0,0.456606,60,0,0.767666,4101.38,30,0,5,0,0.0
23444,0,0.346169,67,1,0.724785,6054.62,30,0,0,0,1.0
23445,0,0.080984,53,1,1.103167,3271.21,30,1,2,0,
23446,0,0.16486,59,0,0.8466,10922.19,30,0,3,0,4.0
23447,0,0.337752,22,0,0.799067,8751.72,30,0,0,0,0.0
23448,0,0.400591,37,0,0.700344,5517.17,30,0,3,0,3.0
23449,0,0.317053,47,0,0.428368,2608.46,30,0,2,0,2.0
23450,0,0.209676,45,0,2.343076,6644.61,30,2,0,0,0.0
23451,0,0.188216,61,0,4.438887,,30,0,3,0,1.0
23452,0,0.671324,60,0,1.500292,5448.45,30,0,7,0,0.0
23453,0,0.843077,52,0,0.683622,5318.99,30,0,1,1,6.0
23454,0,0.270979,46,0,1.534839,7416.11,30,0,2,0,0.0
23455,0,0.422334,68,0,1.740811,,30,0,3,0,3.0
23456,0,0.213685,49,0,0.854163,,30,0,6,0,0.0
23457,0,0.400107,63,0,0.792551,4021.04,30,0,0,1,0.0
23458,0,0.571687,66,2,0.565678,,30,0,5,0,1.0
23459,0,0.537849,52,0,0.425094,2672.26,30,0,5,0,1.0
23460,0,0.640493,70,1,0.725177,12055.41,30,1,1,0,4.0
23461,0,0.133758,30,0,0.988611,6140.83,30,0,4,0,1.0
23462,0,0.320127,23,0,3.046816,5286.34,30,2,10,0,0.0
23463,1,0.702765,23,3,3.186393,5436.18,30,0,0,0,1.0
23464,0,0.220908,48,0,0.896931,10256.0,30,0,1,0,1.0
23465,0,0.17611,58,2,1.404226,8101.78,30,1,6,0,3.0
23466,0,0.305442,49,4,1.525174,,30,0,6,0,6.0
23467,0,0.142849,58,0,1.698714,5780.42,30,0,2,0,0.0
23468,0,0.186755,35,1,1.536871,1602.49,30,0,2,0,2.0
23469,0,0.240967,49,0,0.814118,8027.6,30,0,2,0,3.0
23470,0,0.236081,28,0,0.457688,5394.47,30,1,1,0,4.0
23471,0,0.861002,68,0,0.807991,7144.46,30,0,1,0,1.0
23472,0,0.416064,56,0,0.779225,2679.81,30,1,0,1,3.0
23473,0,0.461161,46,1,1.703325,4606.62,30,0,5,0,0.0
23474,0,0.304345,70,0,1.241255,,30,0,8,0,0.0
23475,0,0.044785,46,0,1.64949,6732.94,30,1,2,0,1.0
23476,0,0.590536,40,0,0.927189,6605.88,30,0,0,0,0.0
23477,1,0.587888,22,0,1.506926,2240.15,30,0,0,0,1.0
23478,0,0.510238,32,0,5.0,,30,0,1,0,0.0
23479,0,0.603986,29,0,1.72867,9283.2,30,2,5,0,0.0
23480,0,0.504584,24,0,2.193103,,30,0,5,0,1.0
23481,0,0.124992,43,1,0.844505,3191.95,30,0,0,0,0.0
23482,0,0.296188,54,0,0.743784,4856.16,30,0,0,0,1.0
23483,0,0.05951,44,0,2.244406,4080.28,12,0,5,1,0.0
23484,0,0.438687,68,0,0.293766,9679.68,30,0,1,0,0.0
23485,0,0.681104,43,1,0.306385,7629.86,30,1,3,0,1.0
23486,0,0.202534,65,0,0.784563,5304.67,30,0,7,0,1.0
23487,0,0.532799,35,4,1.216851,5439.34,30,0,0,0,3.0
23488,0,0.574082,62,0,0.392966,5860.4,30,0,10,1,2.0
23489,0,0.204291,35,0,1.019452,2093.39,30,0,4,0,0.0
23490,0,0.454837,51,0,2.197642,7260.49,30,0,2,0,1.0
23491,0,0.529735,26,0,1.069651,,30,0,0,1,1.0
23492,0,0.448782,74,0,1.465485,4232.52,30,0,8,0,1.0
23493,0,0.438671,27,1,1.235544,,30,0,5,0,1.0
23494,0,0.703305,65,0,2.763975,,30,0,0,0,1.0
23495,0,0.858866,28,0,0.650231,5310.5,30,0,0,0,0.0
23496,0,0.100732,71,4,2.218648,,30,0,0,0,4.0
23497,0,0.236013,66,0,1.496453,6424.64,30,0,2,0,0.0
23498,0,0.530237,46,0,0.390222,5323.47,30,0,6,0,0.0
23499,0,0.746926,30,1,0.896888,3935.81,30,0,4,1,3.0
23500,0,0.573942,42,1,0.663218,2868.69,30,0,2,1,1.0
23501,0,0.120476,74,0,0.878349,2479.72,30,0,6,0,6.0
23502,0,0.388853,67,1,4.474355,3447.68,30,0,1,1,1.0
23503,0,0.48034,72,0,3.032746,2999.16,30,0,4,1,0.0
23504,0,0.088053,57,1,1.551462,13924.5,30,0,0,0,1.0
23505,0,0.508068,23,0,1.705262,5957.11,30,0,0,0,5.0
23506,0,0.585949,44,0,3.285897,4452.47,6,0,0,0,1.0
23507,0,0.346708,42,0,0.556834,4312.44,30,1,3,0,0.0
23508,0,0.360987,39,2,1.452568,,30,0,6,0,0.0
23509,0,0.503314,41,0,0.912176,,30,0,1,0,1.0
23510,1,0.39029,54,3,1.017453,5080.95,30,0,3,1,2.0
23511,0,0.08758,59,0,2.852931,4669.34,30,0,2,0,1.0
23512,0,0.320469,39,0,0.974267,,30,0,0,0,
23513,1,0.082273,22,1,2.205706,,30,1,2,0,2.0
23514,0,0.784622,56,0,2.714028,,30,0,0,1,3.0
23515,0,0.360397,44,0,2.111329,,30,0,3,0,0.0
23516,0,0.423908,32,0,0.796115,,30,0,4,0,1.0
23517,0,0.372333,63,0,1.776444,2192.26,30,0,2,0,0.0
23518,0,0.532259,43,0,1.891265,9365.68,30,0,4,0,1.0
23519,0,0.613079,47,1,1.632346,8886.34,30,0,9,0,1.0
23520,0,0.35855,68,0,1.695356,6178.95,30,1,10,0,1.0
23521,0,0.821159,25,1,5.0,1223.65,30,0,5,0,2.0
23522,0,0.424232,62,0,0.664687,,30,0,0,0,1.0
23523,0,0.534921,32,1,2.133551,3555.62,30,0,4,0,1.0
23524,0,0.260646,62,1,0.924408,,30,1,0,1,0.0
23525,0,0.186386,56,0,2.745561,4797.39,30,0,0,0,1.0
23526,0,0.722434,38,0,0.900786,8965.5,30,1,6,0,3.0
23527,0,0.174919,51,0,1.52964,,30,0,2,0,1.0
23528,0,0.871314,25,0,1.541601,3431.39,30,0,2,0,0.0
23529,0,0.084407,45,1,3.727447,8665.96,30,2,5,0,3.0
23530,0,0.260732,70,0,1.496677,7430.09,30,0,3,0,0.0
23531,0,0.603981,30,0,1.906282,,30,0,0,0,6.0
23532,0,0.636039,47,0,1.893215,15646.84,30,0,0,0,7.0
23533,0,0.348619,60,1,1.116143,,30,0,5,0,1.0
23534,0,0.246085,26,0,1.839301,8213.1,30,0,1,0,1.0
23535,1,0.306689,65,1,0.913281,5495.91,30,1,0,0,0.0
23536,0,0.561392,66,0,1.209233,2867.31,30,0,2,0,4.0
23537,0,0.160972,71,3,1.454548,4048.98,30,2,0,0,1.0
23538,0,0.911098,52,0,0.773985,5685.5,30,0,3,0,0.0
23539,0,0.56158,60,0,1.831814,2618.51,30,0,8,0,0.0
23540,0,0.506448,52,1,0.731095,,30,0,1,0,2.0
23541,0,0.351415,53,0,2.71722,8230.34,30,1,4,0,2.0
23542,0,0.71241,70,0,1.588478,2177.88,30,0,0,1,4.0
23543,1,0.400338,59,0,1.526136,5725.84,30,0,2,0,0.0
23544,0,0.238743,50,3,2.628232,2995.05,30,0,0,0,5.0
23545,0,0.372009,59,1,1.295978,4712.28,30,0,3,0,0.0
23546,0,0.057516,24,1,0.89395,4585.09,30,0,1,0,0.0
23547,0,0.750876,71,0,1.613998,4176.93,30,0,3,2,1.0
23548,0,0.224778,64,0,1.392365,,30,0,3,0,4.0
23549,0,0.069049,23,1,2.370791,10797.02,30,0,6,0,2.0
23550,1,0.536431,73,0,1.298582,5220.98,30,2,5,0,0.0
23551,0,0.339044,50,0,0.627341,3340.71,30,0,5,1,0.0
23552,0,0.394352,70,0,1.812989,5744.43,30,0,7,0,4.0
23553,0,0.302566,40,0,1.530255,,30,0,10,1,0.0
23554,0,0.358947,53,0,0.655131,2384.97,30,0,5,0,3.0
23555,0,0.438969,63,0,0.580393,6510.95,30,0,1,0,0.0
23556,0,0.522027,38,0,3.456075,,30,0,1,0,0.0
23557,0,0.042903,37,0,1.761759,,30,0,2,0,1.0
23558,0,0.213282,34,0,0.432173,2406.31,30,0,0,1,8.0
23559,0,0.455417,68,0,1.313701,2805.43,30,0,5,0,0.0
23560,0,0.543763,42,1,1.061025,7376.64,30,1,3,0,4.0
23561,0,0.307492,49,1,0.920768,5787.1,30,0,10,0,0.0
23562,0,0.409594,22,1,0.682116,14903.12,30,0,6,0,0.0
23563,0,0.186516,38,0,2.02642,,30,0,6,0,0.0
23564,0,0.090464,74,0,1.238787,3351.78,30,0,0,1,1.0
23565,0,0.257225,49,1,0.727683,7153.68,30,0,7,0,2.0
23566,0,0.541666,49,0,1.456944,4136.01,30,0,1,0,0.0
23567,0,0.148728,24,1,2.545536,11237.77,30,0,4,0,1.0
23568,0,0.217618,63,1,0.411299,,30,2,8,1,0.0
23569,0,0.467246,38,0,2.441114,6171.52,30,0,1,0,5.0
23570,0,0.234514,38,1,2.094222,6403.14,30,0,0,0,0.0
23571,0,0.730588,49,2,1.418761,7987.84,30,0,1,0,0.0
23572,0,0.291193,33,0,2.231162,4711.17,30,0,0,0,0.0
23573,0,0.237511,55,0,1.698564,12100.27,30,0,10,0,0.0
23574,0,0.170693,69,0,1.491668,6039.73,30,0,5,3,0.0
23575,0,0.655581,74,0,2.721337,5082.45,30,0,0,1,2.0
23576,1,0.394878,71,0,1.364681,14028.7,30,0,2,0,7.0
23577,0,0.30464,39,0,0.910878,3491.18,30,0,5,0,1.0
23578,0,0.176851,64,0,1.428857,,30,0,2,0,2.0
23579,0,0.482141,69,1,0.657795,1727.67,30,0,0,0,2.0
23580,0,0.399037,56,0,0.700462,8981.45,30,1,1,0,0.0
23581,1,0.322418,27,3,0.238453,,30,0,3,0,0.0
23582,0,0.384846,45,0,1.436528,9373.31,30,0,1,0,1.0
23583,0,0.273711,35,1,0.894725,15099.55,30,0,2,0,0.0
23584,0,0.431213,40,0,1.256654,12269.78,30,0,5,0,1.0
23585,0,0.458811,41,0,0.886908,6548.18,30,0,0,0,1.0
23586,0,0.052537,51,0,1.864136,3312.89,30,0,8,0,4.0
23587,0,0.594841,40,0,3.03028,8947.51,30,0,6,0,1.0
23588,0,0.446964,50,0,0.36475,,30,0,7,1,1.0
23589,0,0.780139,65,1,3.721315,3723.11,30,0,5,1,0.0
23590,0,0.190066,31,2,0.825671,11139.78,30,0,10,1,3.0
23591,0,0.779704,43,0,0.860294,,30,0,0,0,0.0
23592,0,0.172962,64,0,2.077427,3820.82,30,0,0,0,2.0
23593,0,0.458784,32,0,0.532537,5559.05,30,0,4,1,2.0
23594,0,0.090502,24,0,2.099329,3218.75,30,0,10,1,0.0
23595,0,0.636244,36,0,0.736357,3291.49,30,0,2,0,0.0
23596,0,0.16748,45,0,0.291519,6432.66,30,0,0,0,
23597,0,0.677085,68,1,1.016264,2849.31,30,1,1,0,1.0
23598,0,0.35339,64,0,0.654651,2266.38,30,1,1,0,
23599,0,0.597746,68,1,0.786526,,30,0,1,0,0.0
23600,0,0.29723,30,1,1.353072,5836.14,30,0,6,2,8.0
23601,0,0.633008,57,0,1.233176,,30,1,1,0,1.0
23602,0,0.341333,65,0,2.55476,,30,0,0,0,0.0
23603,0,0.503872,27,0,1.356667,9856.39,30,0,8,0,1.0
23604,0,0.31822,66,2,0.654068,4096.39,30,0,3,0,0.0
23605,0,0.161554,48,0,0.679282,5861.02,30,0,1,0,0.0
23606,0,0.168001,68,0,0.711903,4227.52,30,0,3,0,0.0
23607,0,0.297993,68,0,0.727114,,30,1,2,0,0.0
23608,0,0.591808,74,0,0.759033,6944.96,30,0,5,1,0.0
23609,0,0.061414,26,1,1.548558,5090.13,30,0,0,0,1.0
23610,0,0.569168,44,0,1.562046,7386.91,30,0,4,0,6.0
23611,0,0.473825,45,0,2.453221,11054.35,30,0,10,0,1.0
23612,0,0.697156,45,0,3.587341,4051.86,30,0,3,0,2.0
23613,1,0.231254,25,4,1.808922,6021.75,30,1,4,4,1.0
23614,0,0.695473,56,0,1.659281,5177.95,30,0,0,0,4.0
23615,0,0.257839,62,1,3.729403,2470.63,30,0,1,0,0.0
23616,0,0.291829,64,1,1.215246,3565.98,30,0,0,0,2.0
23617,0,0.617366,60,0,0.461864,7272.73,30,0,1,0,5.0
23618,0,0.04993,54,2,0.60531,9141.61,30,0,5,0,0.0
23619,0,0.55512,74,1,1.759687,3023.08,30,0,4,0,1.0
23620,0,0.732362,54,0,0.484887,9303.17,30,0,10,0,2.0
23621,0,0.5937,22,1,0.344146,2879.36,30,0,2,2,3.0
23622,0,0.408423,72,2,0.498693,3024.02,30,0,6,0,1.0
23623,0,0.276897,67,2,0.507675,3015.81,30,0,1,0,0.0
23624,0,0.587065,54,0,3.623366,5559.82,30,0,8,0,1.0
23625,0,0.384163,49,0,2.983155,3809.92,30,0,7,0,0.0
23626,0,0.471968,25,1,1.290248,8760.78,30,0,0,1,1.0
23627,1,0.608833,71,3,1.397094,5917.79,30,1,5,0,3.0
23628,0,0.461776,38,0,0.656051,7257.6,30,2,0,0,0.0
23629,0,0.315816,26,0,2.11919,7830.19,30,1,0,0,
23630,0,0.29491,42,0,1.042395,8415.14,30,0,5,0,0.0
23631,0,0.807115,24,0,2.035718,3527.73,30,0,4,0,3.0
23632,0,0.342481,70,0,1.249969,,30,0,2,0,3.0
23633,0,0.177601,52,0,1.428342,2656.39,30,0,0,0,1.0
23634,0,0.586561,25,0,0.540849,5433.0,30,0,2,0,0.0
23635,0,0.452661,43,0,2.196443,4360.67,30,0,5,0,1.0
23636,0,0.535266,22,0,2.227179,7181.15,30,0,3,0,0.0
23637,0,0.170503,44,2,1.17363,14581.31,30,0,2,2,2.0
23638,0,0.251443,53,1,0.432814,,30,0,10,0,1.0
23639,0,0.065793,66,0,2.072918,3588.04,30,0,0,0,2.0
23640,0,0.136386,40,0,0.510848,5257.03,30,0,10,2,6.0
23641,0,0.208307,59,0,0.832236,6867.76,30,0,0,0,3.0
23642,0,0.666917,56,0,1.321911,6909.39,30,0,0,0,2.0
23643,0,0.474917,39,1,2.294736,11836.48,30,0,3,1,2.0
23644,0,0.769066,24,0,2.873498,2784.43,30,0,0,0,2.0
23645,0,0.116175,32,0,2.241294,,30,0,1,0,1.0
23646,0,0.580471,41,1,2.311667,,30,0,5,0,8.0
23647,0,0.171131,29,1,3.867415,6712.69,30,0,1,0,3.0
23648,0,0.218462,36,1,2.37654,,30,0,2,0,0.0
23649,0,0.625486,47,0,0.819739,11744.24,30,0,4,0,1.0
23650,0,0.446547,43,0,0.303439,,30,0,0,0,2.0
23651,0,0.558662,65,0,3.896822,3219.49,30,0,0,0,2.0
23652,0,0.291503,50,0,2.650464,12434.91,30,0,0,0,1.0
23653,0,0.931953,63,0,1.477365,4687.47,30,0,0,0,0.0
23654,0,0.32543,42,1,3.438063,3587.75,30,0,1,0,1.0
23655,0,0.807273,42,1,1.51807,7115.16,30,0,0,0,0.0
23656,0,0.459227,60,0,0.647412,4333.94,30,0,5,0,1.0
23657,0,0.888017,46,0,1.992584,,30,0,0,0,4.0
23658,0,0.182073,71,0,1.013138,10314.76,30,0,7,0,1.0
23659,0,0.328961,71,0,3.575827,3697.15,30,0,5,0,1.0
23660,0,0.352404,47,0,1.182167,2737.79,30,0,1,0,0.0
23661,0,0.318733,39,0,1.808314,,30,0,1,0,3.0
23662,0,0.476769,57,1,0.625762,3199.01,30,0,1,0,0.0
23663,1,0.981075,60,0,1.597134,2021.18,30,1,2,0,0.0
23664,0,0.295209,37,0,1.78866,14113.15,30,0,0,0,0.0
23665,0,0.305743,65,1,1.401374,3147.96,30,0,1,0,3.0
23666,0,0.330142,28,0,2.13647,7741.42,30,0,2,0,0.0
23667,0,0.235746,60,0,0.395355,9028.53,30,0,6,0,3.0
23668,0,0.54655,56,0,0.85681,3855.32,30,0,1,0,3.0
23669,1,0.170543,32,0,2.671648,7957.59,30,0,2,0,3.0
23670,0,0.915496,63,0,0.711718,,30,0,0,0,0.0
23671,0,0.596434,63,0,1.135455,5363.21,30,0,0,0,1.0
23672,0,0.100821,30,1,0.680014,5494.29,30,0,0,2,1.0
23673,0,0.154401,58,0,0.435213,14263.04,30,0,3,0,3.0
23674,0,0.381647,63,0,0.647657,5927.07,30,0,6,0,0.0
23675,1,0.376586,59,0,0.971806,4277.77,30,0,1,0,2.0
23676,0,0.378714,58,0,0.439381,4072.55,30,0,3,0,0.0
23677,0,0.560385,63,0,1.77767,9865.5,30,0,10,0,2.0
23678,1,0.324457,52,1,1.688507,,30,0,3,0,3.0
23679,0,0.326392,48,1,1.479333,,30,0,3,0,0.0
23680,0,0.598423,47,0,3.849856,4190.04,30,1,2,0,1.0
23681,0,0.118613,26,0,1.2623,2740.65,30,0,0,0,5.0
23682,0,0.10376,61,1,2.400585,3685.04,30,0,5,0,5.0
23683,1,0.254539,25,1,0.284293,,30,0,0,0,0.0
23684,0,0.538197,52,0,2.294723,3843.88,30,0,2,1,2.0
23685,0,0.128853,56,0,1.539538,7667.14,30,0,2,0,0.0
23686,0,0.62705,38,0,1.136992,4143.47,30,0,5,0,5.0
23687,0,0.9722,38,0,3.91084,6620.91,30,0,0,0,5.0
23688,0,0.538711,43,0,1.971195,6550.38,30,0,1,0,0.0
23689,0,0.254598,49,2,1.46637,8890.43,30,0,10,0,
